list_no,list_nm,account_cd,account_nm,within_account_nm,still_otm
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F4,[발행우선주식수] _이익잉여금,[발행우선주식수] _이익잉여금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F41,[발행우선주식수] _이익잉여금_이익준비금,이익준비금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F42,[발행우선주식수] _이익잉여금_기타법정적립금,기타법정적립금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F421,[발행우선주식수] _이익잉여금_기업합리화적립금,[발행우선주식수] _이익잉여금_기업합리화적립금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F43,[발행우선주식수] _이익잉여금_대손준비금,대손준비금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F44,[발행우선주식수] _이익잉여금_임의적립금,임의적립금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F45,[발행우선주식수] _이익잉여금_처분전이익잉여금(처리전결손금),처분전이익잉여금(처리전결손금),0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F451,[발행우선주식수] _이익잉여금_(당기순이익또는당기순손실),[발행우선주식수] _이익잉여금_(당기순이익또는당기순손실),0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F46,[발행우선주식수] _해약환급금준비금,[발행우선주식수] _해약환급금준비금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F47,[발행우선주식수] _보증준비금,[발행우선주식수] _보증준비금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F48,[발행우선주식수] _비상위험준비금,[발행우선주식수] _비상위험준비금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F5,자본조정,자본조정,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F51,자본조정_주식할인발행차금,주식할인발행차금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F52,자본조정_자기주식,자기주식,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F53,자본조정_기타자본조정,기타자본조정,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F6,자본조정_기타포괄손익누계액,자본조정_기타포괄손익누계액,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F61,자본조정_기타포괄손익누계액_기타포괄손익-공정가치측정금융상품평가손익,기타포괄손익-공정가치측정금융상품평가손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F62,자본조정_기타포괄손익누계액_기타포괄손익-공정가치측정채무상품손실충당금,기타포괄손익-공정가치측정채무상품손실충당금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F63,자본조정_관계·종속기업투자주식평가손익,자본조정_관계·종속기업투자주식평가손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F64,자본조정_보험계약자산(부채)순금융손익,자본조정_보험계약자산(부채)순금융손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F65,자본조정_재보험계약자산(부채)순금융손익,자본조정_재보험계약자산(부채)순금융손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F66,자본조정_해외사업환산손익,자본조정_해외사업환산손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F67,자본조정_위험회피파생상품평가손익,자본조정_위험회피파생상품평가손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F671,자본조정_위험회피파생상품평가손익_현금흐름위험회피평가이익,현금흐름위험회피평가이익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F672,자본조정_위험회피파생상품평가손익_현금흐름위험회피평가손실,현금흐름위험회피평가손실,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F673,자본조정_위험회피파생상품평가손익_공정가치위험회피평가이익,공정가치위험회피평가이익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F674,자본조정_위험회피파생상품평가손익_공정가치위험회피평가손실,공정가치위험회피평가손실,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F68,자본조정_재평가잉여금,자본조정_재평가잉여금,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F69,자본조정_보험수리적손익,자본조정_보험수리적손익,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),F70,자본조정_기타,자본조정_기타,0
SH151,요약재무상태표(부채 및 자본(23.3월 이후)),G,부채와자본총계,부채와자본총계,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A,자산총계,자산총계,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A1,자산총계_현금과 예치금,현금과 예치금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A11,자산총계_현금과 예치금_현금,현금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A12,자산총계_현금과 예치금_당좌예금,당좌예금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A13,자산총계_현금과 예치금_보통예금,보통예금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A14,자산총계_현금과 예치금_정기예금,정기예금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A15,자산총계_현금과 예치금_기타예금,기타예금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A16,자산총계_현금과 예치금_금전신탁,금전신탁,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A17,자산총계_현금과 예치금_증 거 금,증 거 금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A2,자산총계_유가증권,유가증권,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A21,자산총계_유가증권_주식,주식,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A22,자산총계_유가증권_채권,채권,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A23,자산총계_유가증권_수익증권,수익증권,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A24,자산총계_유가증권_외화유가증권,외화유가증권,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A25,자산총계_유가증권_기타유가증권,기타유가증권,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A3,자산총계_대출채권,대출채권,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A31,자산총계_(대손충당금),자산총계_(대손충당금),0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A32,자산총계_(현재가치할인차금),자산총계_(현재가치할인차금),0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A33,자산총계_(이연대출부대손익),자산총계_(이연대출부대손익),0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A34,자산총계_(이연대출부대손익)_콜론,자산총계_(이연대출부대손익)_콜론,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A35,자산총계_(이연대출부대손익)_보험계약대출금잔액,자산총계_(이연대출부대손익)_보험계약대출금잔액,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A36,자산총계_(이연대출부대손익)_유가증권담보대출금,자산총계_(이연대출부대손익)_유가증권담보대출금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A37,자산총계_(이연대출부대손익)_부동산담보대출금,자산총계_(이연대출부대손익)_부동산담보대출금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A38,자산총계_(이연대출부대손익)_어음할인대출금,자산총계_(이연대출부대손익)_어음할인대출금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A39,자산총계_(이연대출부대손익)_신용대출금,자산총계_(이연대출부대손익)_신용대출금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A4,자산총계_유형자산,유형자산,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A40,자산총계_(이연대출부대손익)_지급보증대출금,자산총계_(이연대출부대손익)_지급보증대출금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A41,자산총계_(이연대출부대손익)_기타대출금,자산총계_(이연대출부대손익)_기타대출금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A5,자산총계_기타자산,기타자산,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A51,자산총계_기타자산_미수금,미수금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A52,자산총계_기타자산_미수이자,미수이자,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A53,자산총계_기타자산_미수배당금,미수배당금,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A54,자산총계_기타자산_선급비용,선급비용,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A55,자산총계_기타자산_선급원천세,선급원천세,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A56,자산총계_기타자산_파생상품자산,파생상품자산,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A57,자산총계_기타자산_기타,기타,0
SH152,요약재무상태표(자산-실적배당형 특별계정(23.3월 이후)),A6,자산총계_일반계정미수금,일반계정미수금,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A,부채총계,부채총계,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A1,부채총계_기타부채,기타부채,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A11,부채총계_미지급금,부채총계_미지급금,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A12,부채총계_미지급비용,부채총계_미지급비용,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A13,부채총계_당좌차월,부채총계_당좌차월,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A14,부채총계_차입금,부채총계_차입금,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A15,부채총계_선수수익,부채총계_선수수익,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A16,부채총계_예수금,부채총계_예수금,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A17,부채총계_미지급원천세,부채총계_미지급원천세,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A18,부채총계_파생상품부채,부채총계_파생상품부채,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A19,부채총계_기타,부채총계_기타,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A2,일반계정미지급금,일반계정미지급금,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A3,계약자적립금,계약자적립금,0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A3A,[보험계약부채],[보험계약부채],0
SH153,요약재무상태표(부채 및 자본-실적배당형 특별계정(23.3월 이후)),A3B,[투자계약부채],[투자계약부채],0
SH154,요약손익계산서(전체(23.3월 이후)),A,보험손익,보험손익,0
SH154,요약손익계산서(전체(23.3월 이후)),A1,보험손익_보험수익,보험수익,0
SH154,요약손익계산서(전체(23.3월 이후)),A11,보험손익_보험수익_일반모형/변동수수료접근법 보험수익,일반모형/변동수수료접근법 보험수익,0
SH154,요약손익계산서(전체(23.3월 이후)),A12,보험손익_보험수익_보험료배분접근법 보험수익,보험료배분접근법 보험수익,0
SH154,요약손익계산서(전체(23.3월 이후)),A2,보험손익_보험서비스비용,보험서비스비용,0
SH154,요약손익계산서(전체(23.3월 이후)),A21,보험손익_보험서비스비용_일반모형/변동수수료접근법 보험서비스비용,일반모형/변동수수료접근법 보험서비스비용,0
SH154,요약손익계산서(전체(23.3월 이후)),A22,보험손익_보험서비스비용_보험료배분접근법 보험서비스비용,보험료배분접근법 보험서비스비용,0
SH154,요약손익계산서(전체(23.3월 이후)),A3,보험손익_재보험수익,재보험수익,0
SH154,요약손익계산서(전체(23.3월 이후)),A31,보험손익_재보험수익_일반모형 재보험수익,일반모형 재보험수익,0
SH154,요약손익계산서(전체(23.3월 이후)),A32,보험손익_재보험수익_보험료배분접근법 재보험수익,보험료배분접근법 재보험수익,0
SH154,요약손익계산서(전체(23.3월 이후)),A4,보험손익_재보험서비스비용,재보험서비스비용,0
SH154,요약손익계산서(전체(23.3월 이후)),A41,보험손익_재보험서비스비용_일반모형 재보험서비스비용,일반모형 재보험서비스비용,0
SH154,요약손익계산서(전체(23.3월 이후)),A42,보험손익_재보험서비스비용_보험료배분접근법 재보험서비스비용,보험료배분접근법 재보험서비스비용,0
SH154,요약손익계산서(전체(23.3월 이후)),A5,보험손익_기타사업비용,기타사업비용,0
SH154,요약손익계산서(전체(23.3월 이후)),B,투자손익,투자손익,0
SH154,요약손익계산서(전체(23.3월 이후)),B1,투자손익_투자수익,투자수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B11,투자손익_투자수익_보험금융수익,보험금융수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B111,투자손익_투자수익_보험금융수익_보험계약보험금융수익,보험계약보험금융수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B112,투자손익_투자수익_보험금융수익_재보험계약보험금융수익,재보험계약보험금융수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B12,투자손익_투자수익_이자수익,이자수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B121,투자손익_투자수익_이자수익_예금이자,예금이자,0
SH154,요약손익계산서(전체(23.3월 이후)),B122,투자손익_투자수익_이자수익_당기손익-공정가치측정유가증권이자,당기손익-공정가치측정유가증권이자,0
SH154,요약손익계산서(전체(23.3월 이후)),B123,투자손익_투자수익_이자수익_기타포괄손익-공정가치측정유가증권이자,기타포괄손익-공정가치측정유가증권이자,0
SH154,요약손익계산서(전체(23.3월 이후)),B124,투자손익_투자수익_이자수익_상각후원가측정유가증권이자,상각후원가측정유가증권이자,0
SH154,요약손익계산서(전체(23.3월 이후)),B125,투자손익_투자수익_이자수익_대출채권이자,대출채권이자,0
SH154,요약손익계산서(전체(23.3월 이후)),B126,투자손익_투자수익_이자수익_기타이자수익,기타이자수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B13,투자손익_투자수익_배당수익,배당수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B131,투자손익_투자수익_배당수익_당기손익-공정가치측정유가증권배당수익,당기손익-공정가치측정유가증권배당수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B132,투자손익_투자수익_배당수익_기타포괄손익-공정가치측정유가증권배당수익,기타포괄손익-공정가치측정유가증권배당수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B133,투자손익_투자수익_배당수익_관계·종속기업투자주식배당수익,관계·종속기업투자주식배당수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B134,투자손익_투자수익_배당수익_기타배당수익,기타배당수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B14,투자손익_투자수익_임대료수익,임대료수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B15,투자손익_투자수익_수수료수익,수수료수익,0
SH154,요약손익계산서(전체(23.3월 이후)),B16,투자손익_투자수익_금융상품처분이익,금융상품처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B161,투자손익_투자수익_금융상품처분이익_당기손익-공정가치측정유가증권처분이익,당기손익-공정가치측정유가증권처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B162,투자손익_투자수익_금융상품처분이익_기타포괄손익-공정가치측정유가증권처분이익,기타포괄손익-공정가치측정유가증권처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B163,투자손익_투자수익_금융상품처분이익_상각후원가측정유가증권처분이익,상각후원가측정유가증권처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B164,투자손익_투자수익_금융상품처분이익_대출채권처분이익,대출채권처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B165,투자손익_투자수익_금융상품처분이익_관계·종속기업투자주식처분이익,관계·종속기업투자주식처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B166,투자손익_투자수익_금융상품처분이익_기타,기타,0
SH154,요약손익계산서(전체(23.3월 이후)),B17,투자손익_투자수익_금융상품재분류이익,금융상품재분류이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B18,투자손익_투자수익_당기손익-공정가치측정금융상품평가이익,당기손익-공정가치측정금융상품평가이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B181,투자손익_투자수익_당기손익-공정가치측정금융상품평가이익_당기손익-공정가치측정금융자산평가이익,당기손익-공정가치측정금융자산평가이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B182,투자손익_투자수익_당기손익-공정가치측정금융상품평가이익_당기손익-공정가치측정금융부채평가이익,당기손익-공정가치측정금융부채평가이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B19,투자손익_투자수익_금전신탁이익,금전신탁이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B20,투자손익_투자수익_금융상품손상차손환입,투자손익_투자수익_금융상품손상차손환입,0
SH154,요약손익계산서(전체(23.3월 이후)),B21,투자손익_투자수익_관계·종속기업투자주식손상차손환입,투자손익_투자수익_관계·종속기업투자주식손상차손환입,0
SH154,요약손익계산서(전체(23.3월 이후)),B22,투자손익_투자수익_비금융자산손상차손환입,투자손익_투자수익_비금융자산손상차손환입,0
SH154,요약손익계산서(전체(23.3월 이후)),B23,투자손익_투자수익_지분법평가이익,투자손익_투자수익_지분법평가이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B24,투자손익_투자수익_파생상품거래이익,투자손익_투자수익_파생상품거래이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B25,투자손익_투자수익_파생상품평가이익,투자손익_투자수익_파생상품평가이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B26,투자손익_투자수익_외환차익,투자손익_투자수익_외환차익,0
SH154,요약손익계산서(전체(23.3월 이후)),B27,투자손익_투자수익_외화환산이익,투자손익_투자수익_외화환산이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B28,투자손익_투자수익_부동산처분이익,투자손익_투자수익_부동산처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B29,투자손익_투자수익_재평가손실환입,투자손익_투자수익_재평가손실환입,0
SH154,요약손익계산서(전체(23.3월 이후)),B30,투자손익_투자수익_신탁보수,투자손익_투자수익_신탁보수,0
SH154,요약손익계산서(전체(23.3월 이후)),B31,투자손익_투자수익_금융부채상환이익,투자손익_투자수익_금융부채상환이익,0
SH154,요약손익계산서(전체(23.3월 이후)),B32,투자손익_투자수익_염가매수차익,투자손익_투자수익_염가매수차익,0
SH154,요약손익계산서(전체(23.3월 이후)),B33,투자손익_투자수익_기타투자수익,투자손익_투자수익_기타투자수익,0
SH154,요약손익계산서(전체(23.3월 이후)),BB1,투자손익_투자비용,투자손익_투자비용,0
SH154,요약손익계산서(전체(23.3월 이후)),BB11,투자손익_투자비용_보험금융비용,보험금융비용,0
SH154,요약손익계산서(전체(23.3월 이후)),BB111,투자손익_투자비용_보험금융비용_보험계약보험금융비용,보험계약보험금융비용,0
SH154,요약손익계산서(전체(23.3월 이후)),BB112,투자손익_투자비용_보험금융비용_재보험계약보험금융비용,재보험계약보험금융비용,0
SH154,요약손익계산서(전체(23.3월 이후)),BB12,투자손익_투자비용_이자비용,이자비용,0
SH154,요약손익계산서(전체(23.3월 이후)),BB121,투자손익_투자비용_이자비용_당좌차월이자,당좌차월이자,0
SH154,요약손익계산서(전체(23.3월 이후)),BB122,투자손익_투자비용_이자비용_차입금이자,차입금이자,0
SH154,요약손익계산서(전체(23.3월 이후)),BB123,투자손익_투자비용_이자비용_발행채권이자,발행채권이자,0
SH154,요약손익계산서(전체(23.3월 이후)),BB124,투자손익_투자비용_이자비용_신탁계정차이자,신탁계정차이자,0
SH154,요약손익계산서(전체(23.3월 이후)),BB125,투자손익_투자비용_이자비용_요구불상환증권이자,요구불상환증권이자,0
SH154,요약손익계산서(전체(23.3월 이후)),BB126,투자손익_투자비용_이자비용_리스부채이자,리스부채이자,0
SH154,요약손익계산서(전체(23.3월 이후)),BB127,투자손익_투자비용_이자비용_기타이자비용,기타이자비용,0
SH154,요약손익계산서(전체(23.3월 이후)),BB13,투자손익_투자비용_재산관리비,재산관리비,0
SH154,요약손익계산서(전체(23.3월 이후)),BB14,투자손익_투자비용_부동산관리비,부동산관리비,0
SH154,요약손익계산서(전체(23.3월 이후)),BB15,투자손익_투자비용_지분법평가손실,지분법평가손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB16,투자손익_투자비용_금융상품처분손실,금융상품처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB161,투자손익_투자비용_금융상품처분손실_당기손익-공정가치측정유가증권처분손실,당기손익-공정가치측정유가증권처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB162,투자손익_투자비용_금융상품처분손실_기타포괄손익-공정가치측정유가증권처분손실,기타포괄손익-공정가치측정유가증권처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB163,투자손익_투자비용_금융상품처분손실_상각후원가측정유가증권처분손실,상각후원가측정유가증권처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB164,투자손익_투자비용_금융상품처분손실_관계·종속기업투자주식처분손실,관계·종속기업투자주식처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB165,투자손익_투자비용_금융상품처분손실_대출채권처분손실,대출채권처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB166,투자손익_투자비용_기타,투자손익_투자비용_기타,0
SH154,요약손익계산서(전체(23.3월 이후)),BB17,투자손익_투자비용_금융상품재분류손실,금융상품재분류손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB18,투자손익_투자비용_금융상품재분류손실_당기손익-공정가치측정금융상품평가손실,금융상품재분류손실_당기손익-공정가치측정금융상품평가손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB181,투자손익_투자비용_금융상품재분류손실_당기손익-공정가치측정금융자산평가손실,투자손익_투자비용_금융상품재분류손실_당기손익-공정가치측정금융자산평가손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB182,투자손익_투자비용_금융상품재분류손실_당기손익-공정가치측정금융부채평가손실,투자손익_투자비용_금융상품재분류손실_당기손익-공정가치측정금융부채평가손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB19,투자손익_투자비용_금전신탁손실,금전신탁손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB20,투자손익_투자비용_금융상품손상차손,투자손익_투자비용_금융상품손상차손,0
SH154,요약손익계산서(전체(23.3월 이후)),BB201,투자손익_투자비용_금융상품손상차손_대손상각비,대손상각비,0
SH154,요약손익계산서(전체(23.3월 이후)),BB202,투자손익_투자비용_금융상품손상차손_유가증권손상차손,유가증권손상차손,0
SH154,요약손익계산서(전체(23.3월 이후)),BB203,투자손익_투자비용_금융상품손상차손_파생상품손상차손,파생상품손상차손,0
SH154,요약손익계산서(전체(23.3월 이후)),BB204,투자손익_투자비용_금융상품손상차손_기타,기타,0
SH154,요약손익계산서(전체(23.3월 이후)),BB21,투자손익_투자비용_관계·종속기업투자주식손상차손,투자손익_투자비용_관계·종속기업투자주식손상차손,0
SH154,요약손익계산서(전체(23.3월 이후)),BB22,투자손익_투자비용_비금융자산손상차손,투자손익_투자비용_비금융자산손상차손,0
SH154,요약손익계산서(전체(23.3월 이후)),BB23,투자손익_투자비용_파생상품거래손실,투자손익_투자비용_파생상품거래손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB24,투자손익_투자비용_파생상품평가손실,투자손익_투자비용_파생상품평가손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB25,투자손익_투자비용_외환차손,투자손익_투자비용_외환차손,0
SH154,요약손익계산서(전체(23.3월 이후)),BB26,투자손익_투자비용_외화환산손실,투자손익_투자비용_외화환산손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB27,투자손익_투자비용_부동산처분손실,투자손익_투자비용_부동산처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB28,투자손익_투자비용_재평가손실,투자손익_투자비용_재평가손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB29,투자손익_투자비용_부동산감가상각비,투자손익_투자비용_부동산감가상각비,0
SH154,요약손익계산서(전체(23.3월 이후)),BB30,투자손익_투자비용_무형자산상각비,투자손익_투자비용_무형자산상각비,0
SH154,요약손익계산서(전체(23.3월 이후)),BB31,투자손익_투자비용_사용권자산감가상각비,투자손익_투자비용_사용권자산감가상각비,0
SH154,요약손익계산서(전체(23.3월 이후)),BB32,투자손익_투자비용_금융부채상환손실,투자손익_투자비용_금융부채상환손실,0
SH154,요약손익계산서(전체(23.3월 이후)),BB33,투자손익_투자비용_기타투자비용,투자손익_투자비용_기타투자비용,0
SH154,요약손익계산서(전체(23.3월 이후)),C,영업이익(또는영업손실),영업이익(또는영업손실),0
SH154,요약손익계산서(전체(23.3월 이후)),D,영업외손익,영업외손익,0
SH154,요약손익계산서(전체(23.3월 이후)),D1,영업외손익_영업외수익,영업외수익,0
SH154,요약손익계산서(전체(23.3월 이후)),D11,영업외손익_영업외수익_유형자산처분이익,유형자산처분이익,0
SH154,요약손익계산서(전체(23.3월 이후)),D12,영업외손익_영업외수익_전기오류수정이익,전기오류수정이익,0
SH154,요약손익계산서(전체(23.3월 이후)),D13,영업외손익_영업외수익_외환차익,외환차익,0
SH154,요약손익계산서(전체(23.3월 이후)),D14,영업외손익_영업외수익_외화환산이익,외화환산이익,0
SH154,요약손익계산서(전체(23.3월 이후)),D15,영업외손익_영업외수익_자산수증이익,자산수증이익,0
SH154,요약손익계산서(전체(23.3월 이후)),D16,영업외손익_영업외수익_채무면제이익,채무면제이익,0
SH154,요약손익계산서(전체(23.3월 이후)),D17,영업외손익_영업외수익_보험차익,보험차익,0
SH154,요약손익계산서(전체(23.3월 이후)),D18,영업외손익_영업외수익_잡이익,잡이익,0
SH154,요약손익계산서(전체(23.3월 이후)),D2,영업외손익_영업외비용,영업외비용,0
SH154,요약손익계산서(전체(23.3월 이후)),D21,영업외손익_영업외비용_유형자산처분손실,유형자산처분손실,0
SH154,요약손익계산서(전체(23.3월 이후)),D22,영업외손익_영업외비용_기부금,기부금,0
SH154,요약손익계산서(전체(23.3월 이후)),D23,영업외손익_영업외비용_전기오류수정손실,전기오류수정손실,0
SH154,요약손익계산서(전체(23.3월 이후)),D24,영업외손익_영업외비용_외환차손,외환차손,0
SH154,요약손익계산서(전체(23.3월 이후)),D25,영업외손익_영업외비용_외화환산손실,외화환산손실,0
SH154,요약손익계산서(전체(23.3월 이후)),D26,영업외손익_영업외비용_재해손실,재해손실,0
SH154,요약손익계산서(전체(23.3월 이후)),D27,영업외손익_영업외비용_과징금·과태료·벌과금등,과징금·과태료·벌과금등,0
SH154,요약손익계산서(전체(23.3월 이후)),D28,영업외손익_영업외비용_잡손실,잡손실,0
SH154,요약손익계산서(전체(23.3월 이후)),E,법인세비용차감전순이익(또는법인세비용차감전순손실),법인세비용차감전순이익(또는법인세비용차감전순손실),0
SH154,요약손익계산서(전체(23.3월 이후)),F,법인세비용,법인세비용,0
SH154,요약손익계산서(전체(23.3월 이후)),G,당기순이익(또는당기순손실,당기순이익(또는당기순손실,0
SH154,요약손익계산서(전체(23.3월 이후)),G1,(법인세차감후중단사업손익),(법인세차감후중단사업손익),0
SH154,요약손익계산서(전체(23.3월 이후)),G2,(비상위험준비금 적립액),(비상위험준비금 적립액),0
SH154,요약손익계산서(전체(23.3월 이후)),G3,(해약환급금준비금 적립액),(해약환급금준비금 적립액),0
SH154,요약손익계산서(전체(23.3월 이후)),G4,(보증준비금 적립액),(보증준비금 적립액),0
